"SURVEY_SERIES_ID","SURVEY_ID","SPECIES_CODE","SURVEY_DESC","TRIP_ID","YEAR","FISHING_EVENT_ID","FE_MAJOR_LEVEL_ID","LATITUDE","LONGITUDE","GROUPING_CODE","MAJOR_STAT_AREA_CODE","MINOR_STAT_AREA_CODE","DEPTH_M","DURATION_MIN","DOORSPREAD_M","SPEED_MPM","TOW_LENGTH_M","CATCH_WEIGHT","DENSITY_KGPM2","CATCH_COUNT","DENSITY_PCPM2"
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308840,168,52.044916,-130.55305,24,6,8,318,22,80.1,95.000019,1850,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308841,169,52.0663,-130.653883,24,6,8,263,21,73.6,93.333352,1760,0.4,3.087944664e-06,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308842,170,52.096483,-130.66635,24,6,8,238,21,73.3,95.000019,1820,0.7,5.247140309e-06,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308843,171,52.102966,-130.673983,24,6,8,236,21,73,93.333352,1820,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308844,172,52.024416,-130.767883,24,6,8,262,20,72.4,91.666685,1850,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308845,173,51.973866,-130.56365,25,6,8,364,23,75.7,80.000016,1570,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308846,174,51.93945,-130.5979,24,6,8,296,19,76.9,96.666686,1850,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308847,175,51.92465,-130.721233,24,6,8,274,21,75.9,106.666688,2040,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308848,176,51.899716,-130.676083,25,6,8,346,21,75.8,95.000019,1840,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308849,177,51.845966,-130.64325,24,6,8,304,20,85,90.000018,1660,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308850,178,51.8165,-130.551666,24,6,8,276,21,68.6,106.666688,2080,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308852,180,51.819133,-130.510216,24,6,8,293,20,73.2,98.333353,1800,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308853,181,51.802266,-130.39845,24,6,8,294,19,80.8,105.000021,1970,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308854,182,51.755033,-130.369716,24,6,8,276,21,74.6,88.333351,1830,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308855,183,51.887,-130.365883,24,6,8,227,19,72.9,93.333352,1780,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308856,184,51.979033,-130.408083,25,6,8,421,21,76.8,101.666687,1900,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308857,185,52.153583,-130.083533,23,6,8,188,19,74.4,103.333354,1830,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308858,186,51.998033,-130.137366,23,6,8,155,21,63.9,96.666686,1880,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308859,187,51.230916,-129.0175,20,5,11,203,20,74.4,100.00002,1940,1.1,7.621106308e-06,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308758,86,52.4979,-130.025933,24,7,2,267,20,74,91.666685,1820,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308759,87,52.480016,-130.062633,24,7,2,271,22,75.9,85.000017,1630,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308760,88,52.425766,-129.97575,24,7,2,245,20,73.1,83.33335,1700,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308761,89,52.428816,-130.06265,24,7,2,282,23,76,81.666683,1590,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308762,90,52.426166,-130.127666,24,7,2,296,23,76,96.666686,1910,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308763,91,52.372366,-130.055883,24,7,2,267,22,71.4,91.666685,1740,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308764,92,52.314016,-130.255033,25,7,2,375,21,83.7,101.666687,1940,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308765,93,52.277266,-130.315216,25,7,2,384,20,75.4,105.000021,2150,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308766,94,52.164466,-130.4875,24,6,8,278,19,72.8,98.333353,1970,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308771,99,51.996716,-129.099666,19,6,8,180,22,72.4,100.00002,1980,36.5,0.000254618003237,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308772,100,51.9793,-129.241166,19,6,8,182,21,73.2,105.000021,2160,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308773,101,51.9242,-129.2895,19,6,8,198,20,71.4,105.000021,2070,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308774,102,51.88015,-129.4543,24,6,8,236,20,70.8,106.666688,2060,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308775,103,51.8867,-129.4966,24,6,8,240,20,76.3,103.333354,2180,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308776,104,51.879833,-129.518016,24,6,8,243,24,77.8,106.666688,2150,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308777,105,51.852616,-129.558583,24,6,8,265,20,78,108.333355,2260,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308778,106,51.838866,-129.656783,24,6,8,285,21,76.3,98.333353,2030,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308779,107,51.7779,-129.5398,20,6,8,230,23,75.5,95.000019,2050,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308780,108,51.609066,-129.750533,19,6,8,166,18,67.9,95.000019,1980,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308781,109,51.468766,-128.80905,18,6,8,104,20,72.4,95.000019,1890,22.1,0.000161507205706,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308782,110,51.372616,-128.62655,20,6,8,210,20,72.4,101.666687,2000,0.2,1.38121547e-06,1,6.79286160673879e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308783,111,51.429,-128.484816,19,6,8,194,18,72.4,105.000021,1920,0.3,2.158149171e-06,1,7.30801689613874e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308784,112,51.429666,-128.40235,19,6,8,166,21,72.4,108.333355,2190,0.4,2.522767981e-06,1,6.07127557525372e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308785,113,51.483316,-128.339483,19,6,8,172,19,72.4,108.333355,2090,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308786,114,51.532016,-128.254233,18,6,8,108,19,72.4,96.666686,1800,27.2,0.000208717004297,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308787,115,51.366433,-128.46435,19,6,8,168,21,72.4,95.000019,1850,0.2,1.493205913e-06,1,6.92338442792091e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308788,116,51.3166,-128.402166,18,6,8,117,21,72.4,96.666686,1940,2.3,1.6375234949e-05,7,4.76281101162145e-05
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308789,117,51.223383,-128.6393,19,5,11,190,22,72.4,93.333352,1900,0.3,2.180866531e-06,1,6.72669737030952e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308790,118,51.16645,-128.55085,19,5,11,176,22,72.4,95.000019,1980,1.9,1.325408784e-05,4,2.64347405429707e-05
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308860,188,51.219766,-129.049683,19,5,11,208,21,73.3,90.000018,1730,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308861,189,51.191616,-128.984516,19,5,11,137,19,71.1,98.333353,1840,1,7.643857396e-06,1,7.52793655453833e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308862,190,51.0161,-128.955033,18,5,11,68,21,67.4,95.000019,1820,45.7,0.000372550298366,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308863,191,51.022133,-129.085483,18,5,11,119,21,71,113.333356,2140,28.4,0.00018691588785,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308866,194,51.176716,-129.316916,20,5,11,287,21,73.9,90.000018,1720,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308867,195,51.169233,-129.417683,20,5,11,287,20,76.7,100.00002,1890,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308868,196,51.259683,-129.53575,20,6,8,271,22,76.9,103.333354,2000,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308870,198,51.080566,-127.90195,19,5,11,156,20,71.1,106.666688,2090,1.5,1.0094280581e-05,3,1.97784770569628e-05
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308871,199,51.098016,-128.1847,19,5,11,155,20,72.4,93.333352,1880,0.5,3.673445398e-06,1,7.39936710734047e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308872,200,50.995983,-128.41455,18,5,11,88,19,65,85.000017,1590,5.1,4.9346879536e-05,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308873,201,50.975766,-128.450683,18,5,11,87,20,66.8,80.000016,1480,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308874,202,50.909383,-128.5225,18,5,11,69,21,65.7,93.333352,1770,65.3,0.000561532045163,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308875,203,51.103516,-128.5,19,5,11,144,20,73.2,91.666685,1810,37.3,0.000281526431785,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308876,204,51.122083,-128.558116,19,5,11,139,20,72,96.666686,1940,41.8,0.000299255441008,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308877,205,51.191433,-128.524883,19,5,11,194,21,73.5,91.666685,1740,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308878,206,51.13935,-128.417183,19,5,11,186,21,74.1,100.00002,1930,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308879,207,51.81435,-130.035066,23,6,8,187,19,73.2,95.000019,1810,2.9,2.1888113999e-05,5,3.78426577660733e-05
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308882,210,51.746266,-130.091766,24,6,8,219,19,72.6,100.00002,1890,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308884,212,51.673533,-130.2484,24,6,8,268,23,73.4,93.333352,1770,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308885,213,51.665816,-130.083866,21,6,8,345,22,75.5,93.333352,1830,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308886,214,51.6428,-130.029466,21,6,8,351,20,75.3,88.333351,1700,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308887,215,51.6901,-129.9722,21,6,8,355,22,74.9,90.000018,1740,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308888,216,51.743466,-129.889783,25,6,8,340,21,76.8,103.333354,1980,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308889,217,51.724866,-129.918516,21,6,8,349,20,76.5,101.666687,1930,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308890,218,51.720766,-129.968533,25,6,8,342,21,76.4,86.666684,1680,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308891,219,51.63995,-129.909633,20,6,8,312,21,76,85.000017,1610,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308892,220,51.637083,-129.915483,20,6,8,316,21,77.5,103.333354,1980,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308791,119,51.109183,-128.356666,19,5,11,183,21,72.4,100.00002,1980,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308792,120,51.040983,-128.277733,19,5,11,148,21,72.4,108.333355,2280,1.8,1.0904332655e-05,6,3.64276534515223e-05
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308793,121,51.03925,-127.979816,19,5,11,145,20,69.9,105.000021,2170,0.2,1.318539322e-06,1,6.81245180189413e-06
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308794,122,51.83755,-129.80545,24,6,8,234,21,76.4,93.333352,1810,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308795,123,51.839733,-130.045916,23,6,8,178,19,69.8,101.666687,2010,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308797,125,51.887266,-129.811583,23,6,8,142,19,71.3,106.666688,2060,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308798,126,51.94215,-129.910716,23,6,8,132,20,69.8,98.333353,1940,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308799,127,51.995416,-129.8508,22,6,8,118,18,66.7,100.00002,1980,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308800,128,52.001483,-129.8898,22,6,8,121,20,68.1,98.333353,1950,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308801,129,52.0702,-129.934916,23,6,8,127,20,70.7,98.333353,1910,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308802,130,52.07545,-129.964666,23,6,8,142,20,70.2,108.333355,2110,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308803,131,52.107133,-129.925866,23,6,8,144,21,71,88.333351,1710,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308804,132,52.128083,-129.837233,23,6,8,162,21,70.8,95.000019,1860,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308805,133,52.1625,-129.978166,23,7,2,152,21,73.4,95.000019,1800,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308806,134,52.14005,-130.218016,25,6,8,357,21,77.3,95.000019,1890,0,0,0,0
1,1,628,"2003 Queen Charlotte Sound Synoptic",49750,2003,308807,135,52.214,-130.238683,25,7,2,443,24,75.4,90.000018,1700,0,0,0,0
